Date,Time,BLOCK,Cblock,lat,lon,ABO,ALF,ARD,BEN,CHN,DAU,DOU,FID,GER,ILA,KAS,KEV,LAF,LAN,MAC,MAS,MOR,MUG,SAM,TAL,TRS,URS
19/07/2017,07:30,27H,25H,1.731971009,31.56793102,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20/07/2017,11:45,30F,30F,1.729244962,31.57237401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24/07/2017,07:45,17P,15P,1.738765966,31.55887898,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27/07/2017,08:45,250,250,1.720032999,31.54681097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2017,07:00,17F,15F,1.72976397,31.55887504,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
29/07/2017,07:30,17F,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2017,07:15,17F,15F,1.72976397,31.55887504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31/07/2017,10:00,17N,15N,1.736797979,31.55892801,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
01/08/2017,08:00,17N,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
02/08/2017,07:15,17N,15N,1.736797979,31.55892801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/08/2017,07:30,17F,15F,1.72976397,31.55887504,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
04/08/2017,07:30,17F,15F,1.72976397,31.55887504,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
05/08/2017,07:15,22B,20B,1.725783991,31.56343102,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
06/08/2017,08:45,22B,20B,1.725783991,31.56343102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
07/08/2017,08:15,22D,20D,1.727420976,31.563369,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
08/08/2017,15:00,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
09/08/2017,07:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10/08/2017,08:00,22B,20B,1.725783991,31.56343102,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0
11/08/2017,08:15,22D,20D,1.727420976,31.563369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/08/2017,07:45,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13/08/2017,07:15,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/08/2017,07:45,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/08/2017,07:45,27D,25D,1.727356017,31.567857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,08:00,22B,20B,1.725783991,31.56343102,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18/08/2017,07:15,220,20 0,1.724181036,31.56353001,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/08/2017,07:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/08/2017,07:45,22B,20B,1.725783991,31.56343102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21/08/2017,07:30,22D,20D,1.727420976,31.563369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,08:00,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
24/08/2017,07:15,22B,20B,1.725783991,31.56343102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/08/2017,07:30,300,300,1.724120015,31.57233302,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26/08/2017,07:30,256,256,1.718485281,31.56856712,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
27/08/2017,07:30,22D,20D,1.727420976,31.563369,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
29/08/2017,08:45,270,250,1.720032999,31.54681097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30/08/2017,13:45,25F,25F,1.72952299,31.56782297,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/08/2017,07:45,25B,25B,1.725720959,31.56794501,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
02/09/2017,07:30,29B,25B,1.725720959,31.56794501,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
03/09/2017,07:45,25F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
04/09/2017,12:30,25D,25D,1.727356017,31.567857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/09/2017,08:00,220,20 0,1.724181036,31.56353001,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
06/09/2017,09:00,32H,30H,1.731982995,31.57225801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
07/09/2017,08:00,17F,15F,1.72976397,31.55887504,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
08/09/2017,08:00,22F,20F,1.729677971,31.56344804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
09/09/2017,10:00,25B,25B,1.725720959,31.56794501,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2017,08:00,17F,15F,1.72976397,31.55887504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11/09/2017,07:45,30F,30F,1.729244962,31.57237401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12/09/2017,07:00,22F,20F,1.729677971,31.56344804,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2017,08:00,22F,20F,1.729677971,31.56344804,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/09/2017,07:45,22F,20F,1.729677971,31.56344804,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16/09/2017,08:15,29B,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17/09/2017,07:45,22F,20F,1.729677971,31.56344804,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18/09/2017,10:00,25H,25H,1.731971009,31.56793102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,10:15,25F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/09/2017,09:00,25F,25F,1.72952299,31.56782297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/09/2017,09:30,27D,25D,1.727356017,31.567857,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22/09/2017,08:45,30H,30H,1.731982995,31.57225801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/09/2017,08:15,27D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/09/2017,07:30,32L,30L,1.735002995,31.57228701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/09/2017,08:15,25D,25D,1.727356017,31.567857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/09/2017,07:00,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27/09/2017,07:00,25D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/09/2017,07:00,27F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/09/2017,08:00,30H,30H,1.731982995,31.57225801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/09/2017,08:00,30R,30R,1.740334975,31.57222398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/10/2017,07:00,25F,25F,1.72952299,31.56782297,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
03/10/2017,07:30,30F,30F,1.729244962,31.57237401,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
04/10/2017,08:00,29F,25F,1.72952299,31.56782297,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
05/10/2017,09:45,29F,25F,1.72952299,31.56782297,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
06/10/2017,07:45,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2017,08:15,30P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
08/10/2017,08:15,20N,20N,1.736679962,31.56330002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10/10/2017,08:45,29F,25F,1.72952299,31.56782297,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11/10/2017,07:45,32N,30N,1.737150019,31.57219699,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
12/10/2017,08:15,30N,30N,1.737150019,31.57219699,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/10/2017,07:30,30F,30F,1.729244962,31.57237401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14/10/2017,08:30,35P,35P,1.738795973,31.57720702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15/10/2017,08:00,32R,30R,1.740334975,31.57222398,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
16/10/2017,09:15,20N,20N,1.736679962,31.56330002,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0
17/10/2017,07:30,29D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2017,08:00,30N,30N,1.737150019,31.57219699,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19/10/2017,08:00,35R,35R,1.740344027,31.57725899,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
20/10/2017,08:45,32L,30L,1.735002995,31.57228701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2017,07:30,27D,25D,1.727356017,31.567857,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0
22/10/2017,07:15,32N,30N,1.737150019,31.57219699,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0
23/10/2017,08:15,27N,25N,1.736929994,31.56783496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/10/2017,07:15,25F,25F,1.72952299,31.56782297,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27/10/2017,09:00,30R,30R,1.740334975,31.57222398,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0
29/10/2017,09:00,30R,30R,1.740334975,31.57222398,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
31/10/2017,08:45,22D,20D,1.727420976,31.563369,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
01/11/2017,07:00,13N,10N,1.736824047,31.55441293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/11/2017,07:30,13N,10N,1.736824047,31.55441293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
03/11/2017,07:30,13N,10N,1.736824047,31.55441293,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
05/11/2017,07:15,29F,25F,1.72952299,31.56782297,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
06/11/2017,08:15,25R,25R,1.740493979,31.56802297,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
08/11/2017,10:15,32R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
09/11/2017,07:30,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
10/11/2017,13:45,30R,30R,1.740334975,31.57222398,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11/11/2017,07:45,35R,35R,1.740344027,31.57725899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12/11/2017,07:45,22D,20D,1.727420976,31.563369,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13/11/2017,07:45,32R,30R,1.740334975,31.57222398,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14/11/2017,08:15,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15/11/2017,13:15,30R,30R,1.740334975,31.57222398,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/11/2017,08:30,32R,30R,1.740334975,31.57222398,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0
17/11/2017,13:00,25V,25V,1.746960031,31.56784502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18/11/2017,08:15,30R,30R,1.740334975,31.57222398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/11/2017,07:30,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20/11/2017,08:00,32N,30N,1.737150019,31.57219699,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
21/11/2017,07:45,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/11/2017,08:00,32P,30P,1.739380024,31.57213404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
23/11/2017,07:45,30R,30R,1.740334975,31.57222398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24/11/2017,11:30,37R,35R,1.740344027,31.57725899,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
25/11/2017,07:30,30R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
26/11/2017,08:15,30R,30R,1.740334975,31.57222398,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27/11/2017,07:45,30R,30R,1.740334975,31.57222398,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
28/11/2017,08:00,30R,30R,1.740334975,31.57222398,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
29/11/2017,12:15,35L,35L,1.735000983,31.57721599,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
30/11/2017,07:00,29D,25D,1.727356017,31.567857,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
01/12/2017,08:00,30R,30R,1.740334975,31.57222398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2017,07:45,30J,30J,1.733300965,31.57212901,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
03/12/2017,07:30,37N,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/12/2017,08:30,35R,35R,1.740344027,31.57725899,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
05/12/2017,07:30,30R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/12/2017,07:45,35R,35R,1.740344027,31.57725899,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
07/12/2017,07:15,32R,30R,1.740334975,31.57222398,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
08/12/2017,07:00,25D,25D,1.727356017,31.567857,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
09/12/2017,08:30,32N,30N,1.737150019,31.57219699,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2017,09:30,32N,30N,1.737150019,31.57219699,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11/12/2017,08:00,32N,30N,1.737150019,31.57219699,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
12/12/2017,07:15,22B,20B,1.725783991,31.56343102,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13/12/2017,07:30,25N,25N,1.736929994,31.56783496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16/12/2017,08:30,35N,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
17/12/2017,08:30,32L,30L,1.735002995,31.57228701,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18/12/2017,08:30,32R,30R,1.740334975,31.57222398,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19/12/2017,08:45,37P,35P,1.738795973,31.57720702,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
22/12/2017,08:45,37P,35P,1.738795973,31.57720702,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0
26/12/2017,13:15,17L,15L,1.735025961,31.55892701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/12/2017,07:45,32R,30R,1.740334975,31.57222398,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0
03/01/2018,09:15,25F,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/01/2018,09:00,32L,30L,1.735002995,31.57228701,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
05/01/2018,07:30,30L,30L,1.735002995,31.57228701,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0
06/01/2018,09:15,220,20 0,1.724181036,31.56353001,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
07/01/2018,08:30,29D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/01/2018,07:15,27D,25D,1.727356017,31.567857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
09/01/2018,08:30,30F,30F,1.729244962,31.57237401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/01/2018,07:45,220,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11/01/2018,08:00,22D,20D,1.727420976,31.563369,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12/01/2018,07:30,32N,30N,1.737150019,31.57219699,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13/01/2018,09:15,17B,15B,1.725589028,31.55888996,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
14/01/2018,08:15,27H,25H,1.731971009,31.56793102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15/01/2018,08:00,30F,30F,1.729244962,31.57237401,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16/01/2018,07:15,220,20 0,1.724181036,31.56353001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17/01/2018,08:15,30L,30L,1.735002995,31.57228701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/01/2018,07:30,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/01/2018,08:00,32L,30L,1.735002995,31.57228701,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1
20/01/2018,09:21:34,32f,30F,1.729244962,31.57237401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/01/2018,08:00,27H,25H,1.731971009,31.56793102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22/01/2018,08:02:49,25b,25B,1.725720959,31.56794501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23/01/2018,08:29:54,32j,30J,1.733300965,31.57212901,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
24/01/2018,07:32:58,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/01/2018,08:24:15,35n,35N,1.737316987,31.57718296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/01/2018,09:45:30,25l,25L,1.735076001,31.56786497,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
28/01/2018,07:33:23,302,302,1.721977433,31.57211677,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/01/2018,08:16:00,35n,35N,1.737316987,31.57718296,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0
31/01/2018,08:49:42,30d,30D,1.727519967,31.57217402,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/02/2018,08:52:45,27l,25L,1.735076001,31.56786497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2018,07:47:11,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2018,07:30:09,22b,20B,1.725783991,31.56343102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/02/2018,09:17:11,37d,35D,1.727491971,31.57734498,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
05/02/2018,07:12:24,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
06/02/2018,07:12:42,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
07/02/2018,08:32:35,27f,25F,1.72952299,31.56782297,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2018,07:18:02,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
09/02/2018,09:01:05,27f,25F,1.72952299,31.56782297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/02/2018,07:01:44,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/02/2018,07:14:22,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/2018,09:00:44,220,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/02/2018,07:15:59,20 0,20 0,1.724181036,31.56353001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
14/02/2018,07:15:24,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
15/02/2018,08:15:19,170,150,1.723919017,31.55896598,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
18/02/2018,07:32:53,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
19/02/2018,07:16:07,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
20/02/2018,07:52:33,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21/02/2018,07:46:20,20 0,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22/02/2018,07:00:45,20 0,20 0,1.724181036,31.56353001,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
23/02/2018,07:30:22,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
24/02/2018,11:01:26,15h,15H,1.731914012,31.55885903,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
25/02/2018,07:16:32,20 0,20 0,1.724181036,31.56353001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26/02/2018,07:18:08,20 0,20 0,1.724181036,31.56353001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27/02/2018,07:15:51,20 0,20 0,1.724181036,31.56353001,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
